"Category","All India"
"14-08-2023 : 64",221213
"14-08-2023 : 65",220257
"14-08-2023 : 66",215820
"14-08-2023 : 67",214293
"14-08-2023 : 68",212460
"14-08-2023 : 69",211356
"14-08-2023 : 70",207492
"14-08-2023 : 71",206407
"14-08-2023 : 72",204982
"14-08-2023 : 73",204326
"14-08-2023 : 74",201604
"14-08-2023 : 75",203978
"14-08-2023 : 76",206153
"14-08-2023 : 77",208766
"14-08-2023 : 78",210082
"14-08-2023 : 79",210810
"14-08-2023 : 80",210490
"14-08-2023 : 81",209785
"14-08-2023 : 82",208924
"14-08-2023 : 83",208486
"14-08-2023 : 84",208103
"14-08-2023 : 85",208426
"14-08-2023 : 86",208410
"14-08-2023 : 87",208698
"14-08-2023 : 88",208255
"14-08-2023 : 89",208066
"14-08-2023 : 90",208542
"14-08-2023 : 91",208116
"14-08-2023 : 92",208198
"14-08-2023 : 93",207139
"14-08-2023 : 94",206725
"14-08-2023 : 95",204924
"14-08-2023 : 96",204578
"15-08-2023 : 1",204003
"15-08-2023 : 2",204170
"15-08-2023 : 3",203163
"15-08-2023 : 4",201953
"15-08-2023 : 5",201551
"15-08-2023 : 6",200116
"15-08-2023 : 7",199013
"15-08-2023 : 8",198102
"15-08-2023 : 9",196705
"15-08-2023 : 10",196364
"15-08-2023 : 11",195969
"15-08-2023 : 12",195439
"15-08-2023 : 13",194860
"15-08-2023 : 14",194453
"15-08-2023 : 15",193678
"15-08-2023 : 16",193278
"15-08-2023 : 17",192788
"15-08-2023 : 18",193341
"15-08-2023 : 19",193283
"15-08-2023 : 20",193529
"15-08-2023 : 21",193955
"15-08-2023 : 22",195315
"15-08-2023 : 23",196600
"15-08-2023 : 24",197029
"15-08-2023 : 25",196890
"15-08-2023 : 26",196661
"15-08-2023 : 27",197608
"15-08-2023 : 28",198050
"15-08-2023 : 29",197410
"15-08-2023 : 30",196985
"15-08-2023 : 31",196382
"15-08-2023 : 32",196193
"15-08-2023 : 33",196070
"15-08-2023 : 34",197093
"15-08-2023 : 35",198804
"15-08-2023 : 36",199920
"15-08-2023 : 37",200963
"15-08-2023 : 38",204308
"15-08-2023 : 39",205987
"15-08-2023 : 40",207880
"15-08-2023 : 41",208960
"15-08-2023 : 42",209332
"15-08-2023 : 43",210538
"15-08-2023 : 44",211127
"15-08-2023 : 45",211025
"15-08-2023 : 46",211680
"15-08-2023 : 47",212067
"15-08-2023 : 48",212632
"15-08-2023 : 49",213621
"15-08-2023 : 50",213069
"15-08-2023 : 51",213843
"15-08-2023 : 52",214143
"15-08-2023 : 53",213296
"15-08-2023 : 54",212130
"15-08-2023 : 55",212380
"15-08-2023 : 56",212343
"15-08-2023 : 57",212856
"15-08-2023 : 58",212285
"15-08-2023 : 59",213258
"15-08-2023 : 60",213564
"15-08-2023 : 61",213322
"15-08-2023 : 62",211553
"15-08-2023 : 63",210910
"15-08-2023 : 64",209873
"15-08-2023 : 65",208256
"15-08-2023 : 66",204222
"15-08-2023 : 67",202767
"15-08-2023 : 68",200207
"15-08-2023 : 69",198480
"15-08-2023 : 70",194208
"15-08-2023 : 71",192499
"15-08-2023 : 72",190960
"15-08-2023 : 73",189954
"15-08-2023 : 74",187171
"15-08-2023 : 75",189751
"15-08-2023 : 76",192324
"15-08-2023 : 77",195500
"15-08-2023 : 78",198774
"15-08-2023 : 79",201943
"15-08-2023 : 80",201979
"15-08-2023 : 81",201728
"15-08-2023 : 82",202325
"15-08-2023 : 83",202266
"15-08-2023 : 84",202461
"15-08-2023 : 85",202086
"15-08-2023 : 86",203016
"15-08-2023 : 87",202963
"15-08-2023 : 88",202687
"15-08-2023 : 89",202603
"15-08-2023 : 90",203814
"15-08-2023 : 91",204583
"15-08-2023 : 92",203965
"15-08-2023 : 93",203741
"15-08-2023 : 94",203107
"15-08-2023 : 95",201982
"15-08-2023 : 96",201181
"16-08-2023 : 1",199597
"16-08-2023 : 2",199242
"16-08-2023 : 3",198504
"16-08-2023 : 4",197712
"16-08-2023 : 5",196414
"16-08-2023 : 6",195053
"16-08-2023 : 7",194454
"16-08-2023 : 8",193518
"16-08-2023 : 9",193018
"16-08-2023 : 10",192106
"16-08-2023 : 11",191516
"16-08-2023 : 12",190785
"16-08-2023 : 13",189784
"16-08-2023 : 14",189158
"16-08-2023 : 15",189010
"16-08-2023 : 16",188865
"16-08-2023 : 17",187846
"16-08-2023 : 18",187999
"16-08-2023 : 19",188412
"16-08-2023 : 20",189077
"16-08-2023 : 21",189612
"16-08-2023 : 22",189946
"16-08-2023 : 23",192114
"16-08-2023 : 24",192540
"16-08-2023 : 25",193217
"16-08-2023 : 26",194069
"16-08-2023 : 27",196504
"16-08-2023 : 28",197116
"16-08-2023 : 29",198218
"16-08-2023 : 30",199534
"16-08-2023 : 31",201154
"16-08-2023 : 32",201433
"16-08-2023 : 33",201700
"16-08-2023 : 34",204625
"16-08-2023 : 35",207058
"16-08-2023 : 36",209107
"16-08-2023 : 37",211227
"16-08-2023 : 38",216457
"16-08-2023 : 39",219292
"16-08-2023 : 40",222246
"16-08-2023 : 41",224835
"16-08-2023 : 42",225454
"16-08-2023 : 43",226991
"16-08-2023 : 44",228285
"16-08-2023 : 45",229458
"16-08-2023 : 46",230286
"16-08-2023 : 47",231064
"16-08-2023 : 48",231443
"16-08-2023 : 49",231937
"16-08-2023 : 50",231302
"16-08-2023 : 51",231847
"16-08-2023 : 52",232074
"16-08-2023 : 53",231984
"16-08-2023 : 54",229011
"16-08-2023 : 55",229251
"16-08-2023 : 56",229225
"16-08-2023 : 57",229864
"16-08-2023 : 58",230412
"16-08-2023 : 59",230837
"16-08-2023 : 60",231339
"16-08-2023 : 61",230462
"16-08-2023 : 62",227938
"16-08-2023 : 63",227456
"16-08-2023 : 64",226131
"16-08-2023 : 65",225430
"16-08-2023 : 66",221538
"16-08-2023 : 67",221156
"16-08-2023 : 68",219059
"16-08-2023 : 69",217002
"16-08-2023 : 70",213987
"16-08-2023 : 71",213027
"16-08-2023 : 72",210025
"16-08-2023 : 73",208718
"16-08-2023 : 74",207332
"16-08-2023 : 75",208779
"16-08-2023 : 76",210305
"16-08-2023 : 77",212001
"16-08-2023 : 78",213186
"16-08-2023 : 79",213041
"16-08-2023 : 80",212180
"16-08-2023 : 81",209955
"16-08-2023 : 82",210240
"16-08-2023 : 83",210744
"16-08-2023 : 84",210053
"16-08-2023 : 85",209750
"16-08-2023 : 86",209622
"16-08-2023 : 87",209809
"16-08-2023 : 88",209785
"16-08-2023 : 89",209622
"16-08-2023 : 90",211042
"16-08-2023 : 91",210588
"16-08-2023 : 92",210949
"16-08-2023 : 93",210505
"16-08-2023 : 94",210206
"16-08-2023 : 95",209542
"16-08-2023 : 96",209141
"17-08-2023 : 1",208051
"17-08-2023 : 2",207316
"17-08-2023 : 3",206304
"17-08-2023 : 4",205708
"17-08-2023 : 5",205147
"17-08-2023 : 6",205264
"17-08-2023 : 7",204772
"17-08-2023 : 8",204073
"17-08-2023 : 9",203727
"17-08-2023 : 10",202804
"17-08-2023 : 11",202144
"17-08-2023 : 12",201993
"17-08-2023 : 13",200826
"17-08-2023 : 14",200407
"17-08-2023 : 15",200788
"17-08-2023 : 16",200005
"17-08-2023 : 17",199165
"17-08-2023 : 18",199427
"17-08-2023 : 19",199876
"17-08-2023 : 20",200288
"17-08-2023 : 21",199896
"17-08-2023 : 22",200148
"17-08-2023 : 23",201036
"17-08-2023 : 24",201044
"17-08-2023 : 25",202048
"17-08-2023 : 26",202942
"17-08-2023 : 27",205100
"17-08-2023 : 28",205707
"17-08-2023 : 29",206633
"17-08-2023 : 30",207956
"17-08-2023 : 31",208907
"17-08-2023 : 32",209304
"17-08-2023 : 33",210236
"17-08-2023 : 34",213561
"17-08-2023 : 35",214632
"17-08-2023 : 36",216536
"17-08-2023 : 37",217629
"17-08-2023 : 38",221126
"17-08-2023 : 39",223530
"17-08-2023 : 40",227033
"17-08-2023 : 41",228163
"17-08-2023 : 42",228924
"17-08-2023 : 43",230228
"17-08-2023 : 44",230658
"17-08-2023 : 45",230992
"17-08-2023 : 46",231749
"17-08-2023 : 47",232663
"17-08-2023 : 48",233167
"17-08-2023 : 49",233015
"17-08-2023 : 50",232587
"17-08-2023 : 51",232565
"17-08-2023 : 52",231451
"17-08-2023 : 53",230452
"17-08-2023 : 54",228493
"17-08-2023 : 55",228894
"17-08-2023 : 56",230036
"17-08-2023 : 57",230693
"17-08-2023 : 58",231444
"17-08-2023 : 59",233472
"17-08-2023 : 60",233456
"17-08-2023 : 61",232823
"17-08-2023 : 62",230796
"17-08-2023 : 63",230214
"17-08-2023 : 64",228619
"17-08-2023 : 65",228081
"17-08-2023 : 66",223227
"17-08-2023 : 67",222444
"17-08-2023 : 68",220734
"17-08-2023 : 69",219317
"17-08-2023 : 70",215893
"17-08-2023 : 71",215702
"17-08-2023 : 72",214225
"17-08-2023 : 73",213963
"17-08-2023 : 74",212060
"17-08-2023 : 75",212506
"17-08-2023 : 76",214709
"17-08-2023 : 77",215388
"17-08-2023 : 78",216559
"17-08-2023 : 79",212352
"17-08-2023 : 80",211540
"17-08-2023 : 81",209524
"17-08-2023 : 82",208162
"17-08-2023 : 83",208850
"17-08-2023 : 84",209552
"17-08-2023 : 85",208636
"17-08-2023 : 86",210465
"17-08-2023 : 87",211595
"17-08-2023 : 88",211637
"17-08-2023 : 89",211054
"17-08-2023 : 90",212468
"17-08-2023 : 91",212265
"17-08-2023 : 92",211653
"17-08-2023 : 93",210333
"17-08-2023 : 94",210371
"17-08-2023 : 95",209543
"17-08-2023 : 96",208778
"18-08-2023 : 1",208071
"18-08-2023 : 2",208497
"18-08-2023 : 3",208055
"18-08-2023 : 4",206698
"18-08-2023 : 5",205741
"18-08-2023 : 6",205718
"18-08-2023 : 7",205730
"18-08-2023 : 8",205085
"18-08-2023 : 9",203145
"18-08-2023 : 10",202803
"18-08-2023 : 11",202545
"18-08-2023 : 12",201926
"18-08-2023 : 13",200874
"18-08-2023 : 14",200264
"18-08-2023 : 15",198648
"18-08-2023 : 16",197963
"18-08-2023 : 17",197901
"18-08-2023 : 18",198691
"18-08-2023 : 19",198326
"18-08-2023 : 20",199016
"18-08-2023 : 21",199304
"18-08-2023 : 22",199149
"18-08-2023 : 23",200352
"18-08-2023 : 24",200849
"18-08-2023 : 25",201879
"18-08-2023 : 26",202266
"18-08-2023 : 27",203576
"18-08-2023 : 28",204182
"18-08-2023 : 29",204570
"18-08-2023 : 30",206529
"18-08-2023 : 31",207464
"18-08-2023 : 32",208747
"18-08-2023 : 33",208260
"18-08-2023 : 34",211562
"18-08-2023 : 35",213405
"18-08-2023 : 36",215611
"18-08-2023 : 37",216882
"18-08-2023 : 38",220375
"18-08-2023 : 39",222364
"18-08-2023 : 40",225401
"18-08-2023 : 41",226149
"18-08-2023 : 42",227642
"18-08-2023 : 43",228210
"18-08-2023 : 44",229185
"18-08-2023 : 45",230015
"18-08-2023 : 46",230421
"18-08-2023 : 47",230645
"18-08-2023 : 48",230996
"18-08-2023 : 49",231102
"18-08-2023 : 50",231562
"18-08-2023 : 51",231197
"18-08-2023 : 52",230929
"18-08-2023 : 53",229420
"18-08-2023 : 54",226897
"18-08-2023 : 55",228046
"18-08-2023 : 56",227709
"18-08-2023 : 57",227296
"18-08-2023 : 58",227127
"18-08-2023 : 59",229792
"18-08-2023 : 60",230144
"18-08-2023 : 61",229123
"18-08-2023 : 62",228092
"18-08-2023 : 63",228008
"18-08-2023 : 64",225968
"18-08-2023 : 65",224846
"18-08-2023 : 66",221772
"18-08-2023 : 67",221142
"18-08-2023 : 68",218670
"18-08-2023 : 69",216119
"18-08-2023 : 70",211775
"18-08-2023 : 71",210431
"18-08-2023 : 72",209104
"18-08-2023 : 73",208016
"18-08-2023 : 74",204989
"18-08-2023 : 75",206868
"18-08-2023 : 76",208641
"18-08-2023 : 77",210654
"18-08-2023 : 78",213053
"18-08-2023 : 79",214021
"18-08-2023 : 80",212848
"18-08-2023 : 81",211109
"18-08-2023 : 82",210743
"18-08-2023 : 83",211239
"18-08-2023 : 84",210883
"18-08-2023 : 85",210415
"18-08-2023 : 86",210021
"18-08-2023 : 87",210360
"18-08-2023 : 88",210334
"18-08-2023 : 89",209146
"18-08-2023 : 90",210415
"18-08-2023 : 91",210101
"18-08-2023 : 92",209114
"18-08-2023 : 93",208269
"18-08-2023 : 94",208448
"18-08-2023 : 95",208209
"18-08-2023 : 96",207032
"19-08-2023 : 1",206285
"19-08-2023 : 2",206736
"19-08-2023 : 3",205040
"19-08-2023 : 4",204424
"19-08-2023 : 5",204126
"19-08-2023 : 6",203699
"19-08-2023 : 7",203209
"19-08-2023 : 8",202740
"19-08-2023 : 9",202047
"19-08-2023 : 10",201477
"19-08-2023 : 11",200853
"19-08-2023 : 12",199633
"19-08-2023 : 13",198065
"19-08-2023 : 14",197433
"19-08-2023 : 15",196813
"19-08-2023 : 16",196034
"19-08-2023 : 17",195641
"19-08-2023 : 18",196073
"19-08-2023 : 19",195608
"19-08-2023 : 20",196059
"19-08-2023 : 21",195405
"19-08-2023 : 22",194955
"19-08-2023 : 23",195550
"19-08-2023 : 24",196294
"19-08-2023 : 25",196391
"19-08-2023 : 26",196659
"19-08-2023 : 27",197661
"19-08-2023 : 28",198939
"19-08-2023 : 29",199686
"19-08-2023 : 30",199785
"19-08-2023 : 31",201078
"19-08-2023 : 32",202382
"19-08-2023 : 33",201829
"19-08-2023 : 34",204413
"19-08-2023 : 35",206726
"19-08-2023 : 36",208969
"19-08-2023 : 37",210056
"19-08-2023 : 38",212327
"19-08-2023 : 39",214020
"19-08-2023 : 40",216161
"19-08-2023 : 41",217405
"19-08-2023 : 42",217645
"19-08-2023 : 43",219227
"19-08-2023 : 44",219338
"19-08-2023 : 45",219182
"19-08-2023 : 46",218725
"19-08-2023 : 47",218465
"19-08-2023 : 48",219789
"19-08-2023 : 49",220066
"19-08-2023 : 50",219918
"19-08-2023 : 51",220044
"19-08-2023 : 52",220676
"19-08-2023 : 53",221732
"19-08-2023 : 54",223059
"19-08-2023 : 55",224503
"19-08-2023 : 56",225909
"19-08-2023 : 57",227125
"19-08-2023 : 58",228019
"19-08-2023 : 59",228549
"19-08-2023 : 60",228695
"19-08-2023 : 61",228440
"19-08-2023 : 62",227763
"19-08-2023 : 63",226660
"19-08-2023 : 64",225185
"19-08-2023 : 65",223407
"19-08-2023 : 66",221394
"19-08-2023 : 67",219215
"19-08-2023 : 68",216939
"19-08-2023 : 69",214633
"19-08-2023 : 70",212368
"19-08-2023 : 71",210211
"19-08-2023 : 72",208221
"19-08-2023 : 73",206416
"19-08-2023 : 74",204801
"19-08-2023 : 75",203385
"19-08-2023 : 76",202175
"19-08-2023 : 77",201177
"19-08-2023 : 78",200398
"19-08-2023 : 79",199847
"19-08-2023 : 80",199529
"19-08-2023 : 81",199452
"19-08-2023 : 82",199622
"19-08-2023 : 83",200048
"19-08-2023 : 84",200736
"19-08-2023 : 85",201692
"19-08-2023 : 86",202925
"19-08-2023 : 87",204441
"19-08-2023 : 88",205312
"19-08-2023 : 89",203618
"19-08-2023 : 90",204220
"19-08-2023 : 91",203698
"19-08-2023 : 92",203085
"19-08-2023 : 93",202078
"19-08-2023 : 94",201572
"19-08-2023 : 95",202861
"19-08-2023 : 96",207198
"20-08-2023 : 1",201418
"20-08-2023 : 2",201428
"20-08-2023 : 3",201559
"20-08-2023 : 4",201097
"20-08-2023 : 5",199905
"20-08-2023 : 6",199570
"20-08-2023 : 7",198654
"20-08-2023 : 8",198623
"20-08-2023 : 9",197690
"20-08-2023 : 10",196811
"20-08-2023 : 11",196097
"20-08-2023 : 12",195182
"20-08-2023 : 13",194883
"20-08-2023 : 14",194725
"20-08-2023 : 15",193735
"20-08-2023 : 16",193292
"20-08-2023 : 17",192535
"20-08-2023 : 18",193092
"20-08-2023 : 19",193839
"20-08-2023 : 20",193907
"20-08-2023 : 21",193650
"20-08-2023 : 22",192932
"20-08-2023 : 23",192620
"20-08-2023 : 24",191211
"20-08-2023 : 25",189900
"20-08-2023 : 26",190200
"20-08-2023 : 27",191104
"20-08-2023 : 28",192426
"20-08-2023 : 29",192594
"20-08-2023 : 30",193335
"20-08-2023 : 31",196318
"20-08-2023 : 32",196812
"20-08-2023 : 33",196669
"20-08-2023 : 34",198322
"20-08-2023 : 35",200122
"20-08-2023 : 36",201453
"20-08-2023 : 37",202225
"20-08-2023 : 38",205573
"20-08-2023 : 39",206362
"20-08-2023 : 40",208394
"20-08-2023 : 41",209065
"20-08-2023 : 42",209140
"20-08-2023 : 43",209775
"20-08-2023 : 44",210861
"20-08-2023 : 45",212042
"20-08-2023 : 46",212733
"20-08-2023 : 47",212965
"20-08-2023 : 48",214329
"20-08-2023 : 49",214621
"20-08-2023 : 50",214472
"20-08-2023 : 51",214733
"20-08-2023 : 52",214353
"20-08-2023 : 53",213949
"20-08-2023 : 54",211568
"20-08-2023 : 55",211676
"20-08-2023 : 56",211617
"20-08-2023 : 57",211686
"20-08-2023 : 58",211472
"20-08-2023 : 59",212351
"20-08-2023 : 60",213018
"20-08-2023 : 61",212664
"20-08-2023 : 62",211389
"20-08-2023 : 63",209827
"20-08-2023 : 64",208918
"20-08-2023 : 65",207176
"20-08-2023 : 66",203935
"20-08-2023 : 67",210731
"20-08-2023 : 68",202523
"20-08-2023 : 69",200580
"20-08-2023 : 70",197486
"20-08-2023 : 71",196114
"20-08-2023 : 72",193991
"20-08-2023 : 73",192941
"20-08-2023 : 74",191150
"20-08-2023 : 75",192753
"20-08-2023 : 76",195902
"20-08-2023 : 77",198984
"20-08-2023 : 78",202285
"20-08-2023 : 79",203621
"20-08-2023 : 80",203192
"20-08-2023 : 81",202093
"20-08-2023 : 82",202216
"20-08-2023 : 83",202857
"20-08-2023 : 84",201987
"20-08-2023 : 85",202045
"20-08-2023 : 86",202137
"20-08-2023 : 87",202188
"20-08-2023 : 88",202052
"20-08-2023 : 89",201892
"20-08-2023 : 90",202441
"20-08-2023 : 91",202660
"20-08-2023 : 92",202737
"20-08-2023 : 93",202053
"20-08-2023 : 94",201164
"20-08-2023 : 95",201058
"20-08-2023 : 96",199417
"21-08-2023 : 1",198570
"21-08-2023 : 2",197396
"21-08-2023 : 3",197343
"21-08-2023 : 4",196357
"21-08-2023 : 5",196224
"21-08-2023 : 6",195829
"21-08-2023 : 7",195236
"21-08-2023 : 8",194981
"21-08-2023 : 9",194012
"21-08-2023 : 10",193219
"21-08-2023 : 11",193243
"21-08-2023 : 12",192535
"21-08-2023 : 13",191691
"21-08-2023 : 14",191761
"21-08-2023 : 15",191120
"21-08-2023 : 16",190847
"21-08-2023 : 17",190676
"21-08-2023 : 18",191379
"21-08-2023 : 19",191542
"21-08-2023 : 20",191108
"21-08-2023 : 21",191444
"21-08-2023 : 22",190412
"21-08-2023 : 23",191104
"21-08-2023 : 24",191851
"21-08-2023 : 25",192358
"21-08-2023 : 26",192843
"21-08-2023 : 27",194258
"21-08-2023 : 28",196786
"21-08-2023 : 29",198728
"21-08-2023 : 30",200020
"21-08-2023 : 31",201399
"21-08-2023 : 32",202129
"21-08-2023 : 33",203616
"21-08-2023 : 34",206185
"21-08-2023 : 35",209171
"21-08-2023 : 36",210395
"21-08-2023 : 37",211584
"21-08-2023 : 38",216547
"21-08-2023 : 39",218803
"21-08-2023 : 40",219984
"21-08-2023 : 41",220728
"21-08-2023 : 42",223186
"21-08-2023 : 43",223610
"21-08-2023 : 44",225124
"21-08-2023 : 45",225581
"21-08-2023 : 46",225786
"21-08-2023 : 47",225597
"21-08-2023 : 48",225504
"21-08-2023 : 49",225710
"21-08-2023 : 50",224786
"21-08-2023 : 51",225025
"21-08-2023 : 52",224487
"21-08-2023 : 53",224299
"21-08-2023 : 54",223012
"21-08-2023 : 55",223385
"21-08-2023 : 56",223982
"21-08-2023 : 57",224477
"21-08-2023 : 58",225682
"21-08-2023 : 59",225883
"21-08-2023 : 60",225619
"21-08-2023 : 61",225334
"21-08-2023 : 62",223737
"21-08-2023 : 63",223177
"21-08-2023 : 64",221861
"21-08-2023 : 65",220798
"21-08-2023 : 66",217101
"21-08-2023 : 67",217379
"21-08-2023 : 68",215803
"21-08-2023 : 69",214002
"21-08-2023 : 70",211049
"21-08-2023 : 71",208703
"21-08-2023 : 72",206756
"21-08-2023 : 73",205472
"21-08-2023 : 74",202527
"21-08-2023 : 75",204733
"21-08-2023 : 76",205854
"21-08-2023 : 77",207568
"21-08-2023 : 78",208162
"21-08-2023 : 79",208122
"21-08-2023 : 80",207201
"21-08-2023 : 81",206378
"21-08-2023 : 82",206646
"21-08-2023 : 83",206431
"21-08-2023 : 84",206306
"21-08-2023 : 85",205461
"21-08-2023 : 86",206333
"21-08-2023 : 87",206189
"21-08-2023 : 88",206229
"21-08-2023 : 89",206403
"21-08-2023 : 90",207191
"21-08-2023 : 91",207025
"21-08-2023 : 92",206123
"21-08-2023 : 93",205916
"21-08-2023 : 94",205570
"21-08-2023 : 95",205464
"21-08-2023 : 96",205143
"22-08-2023 : 1",204071
"22-08-2023 : 2",202947
"22-08-2023 : 3",202191
"22-08-2023 : 4",201969
"22-08-2023 : 5",201801
"22-08-2023 : 6",201387
"22-08-2023 : 7",200411
"22-08-2023 : 8",200421
"22-08-2023 : 9",199893
"22-08-2023 : 10",199093
"22-08-2023 : 11",198110
"22-08-2023 : 12",197689
"22-08-2023 : 13",197302
"22-08-2023 : 14",197466
"22-08-2023 : 15",197509
"22-08-2023 : 16",196518
"22-08-2023 : 17",196118
"22-08-2023 : 18",196622
"22-08-2023 : 19",196061
"22-08-2023 : 20",195975
"22-08-2023 : 21",195331
"22-08-2023 : 22",195937
"22-08-2023 : 23",196333
"22-08-2023 : 24",197116
"22-08-2023 : 25",197985
"22-08-2023 : 26",198707
"22-08-2023 : 27",199628
"22-08-2023 : 28",200080
"22-08-2023 : 29",202049
"22-08-2023 : 30",203493
"22-08-2023 : 31",204831
"22-08-2023 : 32",205306
"22-08-2023 : 33",206222
"22-08-2023 : 34",209138
"22-08-2023 : 35",212635
"22-08-2023 : 36",215346
"22-08-2023 : 37",215890
"22-08-2023 : 38",218489
"22-08-2023 : 39",220979
"22-08-2023 : 40",222169
"22-08-2023 : 41",224499
"22-08-2023 : 42",227297
"22-08-2023 : 43",227004
"22-08-2023 : 44",228234
"22-08-2023 : 45",228726
"22-08-2023 : 46",228960
"22-08-2023 : 47",229768
"22-08-2023 : 48",228887
"22-08-2023 : 49",228453
"22-08-2023 : 50",228514
"22-08-2023 : 51",228361
"22-08-2023 : 52",227831
"22-08-2023 : 53",226790
"22-08-2023 : 54",225427
"22-08-2023 : 55",225080
"22-08-2023 : 56",227265
"22-08-2023 : 57",227433
"22-08-2023 : 58",227071
"22-08-2023 : 59",227422
"22-08-2023 : 60",226321
"22-08-2023 : 61",226235
"22-08-2023 : 62",223857
"22-08-2023 : 63",223912
"22-08-2023 : 64",222537
"22-08-2023 : 65",220822
"22-08-2023 : 66",217580
"22-08-2023 : 67",217220
"22-08-2023 : 68",215236
"22-08-2023 : 69",213838
"22-08-2023 : 70",210827
"22-08-2023 : 71",209161
"22-08-2023 : 72",207238
"22-08-2023 : 73",206297
"22-08-2023 : 74",204539
"22-08-2023 : 75",206501
"22-08-2023 : 76",207237
"22-08-2023 : 77",209111
"22-08-2023 : 78",209858
"22-08-2023 : 79",209664
"22-08-2023 : 80",208824
"22-08-2023 : 81",207922
"22-08-2023 : 82",206484
"22-08-2023 : 83",206947
"22-08-2023 : 84",207351
"22-08-2023 : 85",206658
"22-08-2023 : 86",206338
"22-08-2023 : 87",206129
"22-08-2023 : 88",206514
"22-08-2023 : 89",205158
"22-08-2023 : 90",207022
"22-08-2023 : 91",207509
"22-08-2023 : 92",206901
"22-08-2023 : 93",206807
"22-08-2023 : 94",206135
"22-08-2023 : 95",204382
"22-08-2023 : 96",204112
"23-08-2023 : 1",202643
"23-08-2023 : 2",201464
"23-08-2023 : 3",200435
"23-08-2023 : 4",198716
"23-08-2023 : 5",198566
"23-08-2023 : 6",197381
"23-08-2023 : 7",196208
"23-08-2023 : 8",195897
"23-08-2023 : 9",195395
"23-08-2023 : 10",194376
"23-08-2023 : 11",193014
"23-08-2023 : 12",192408
"23-08-2023 : 13",191456
"23-08-2023 : 14",190791
"23-08-2023 : 15",189970
"23-08-2023 : 16",189017
"23-08-2023 : 17",188498
"23-08-2023 : 18",188654
"23-08-2023 : 19",188239
"23-08-2023 : 20",188631
"23-08-2023 : 21",188819
"23-08-2023 : 22",189772
"23-08-2023 : 23",190885
"23-08-2023 : 24",191339
"23-08-2023 : 25",191691
"23-08-2023 : 26",193749
"23-08-2023 : 27",196052
"23-08-2023 : 28",197253
"23-08-2023 : 29",197713
"23-08-2023 : 30",197860
"23-08-2023 : 31",198601
"23-08-2023 : 32",199909
"23-08-2023 : 33",199467
"23-08-2023 : 34",200694
"23-08-2023 : 35",203167
"23-08-2023 : 36",204389
"23-08-2023 : 37",206004
"23-08-2023 : 38",210142
"23-08-2023 : 39",211720
"23-08-2023 : 40",212952
"23-08-2023 : 41",214210
"23-08-2023 : 42",214722
"23-08-2023 : 43",215449
"23-08-2023 : 44",215767
"23-08-2023 : 45",215979
"23-08-2023 : 46",215567
"23-08-2023 : 47",215929
"23-08-2023 : 48",216164
"23-08-2023 : 49",215812
"23-08-2023 : 50",215147
"23-08-2023 : 51",215600
"23-08-2023 : 52",215316
"23-08-2023 : 53",214397
"23-08-2023 : 54",210934
"23-08-2023 : 55",211468
"23-08-2023 : 56",212057
"23-08-2023 : 57",203946
"23-08-2023 : 58",208949
"23-08-2023 : 59",212038
"23-08-2023 : 60",213129
"23-08-2023 : 61",214365
"23-08-2023 : 62",213488
"23-08-2023 : 63",213084
"23-08-2023 : 64",212931
"23-08-2023 : 65",212084
"23-08-2023 : 66",209246
"23-08-2023 : 67",208267
"23-08-2023 : 68",207367
"23-08-2023 : 69",206018
"23-08-2023 : 70",203429
"23-08-2023 : 71",203229
"23-08-2023 : 72",202895
"23-08-2023 : 73",203726
"23-08-2023 : 74",200574
