"Category","All India"
"09-10-2023 : 71",198150
"09-10-2023 : 72",197333
"09-10-2023 : 73",196475
"09-10-2023 : 74",195637
"09-10-2023 : 75",194879
"09-10-2023 : 76",194258
"09-10-2023 : 77",193829
"09-10-2023 : 78",193616
"09-10-2023 : 79",193640
"09-10-2023 : 80",193920
"09-10-2023 : 81",194449
"09-10-2023 : 82",195122
"09-10-2023 : 83",195806
"09-10-2023 : 84",196371
"09-10-2023 : 85",196683
"09-10-2023 : 86",196613
"09-10-2023 : 87",196027
"09-10-2023 : 88",195039
"09-10-2023 : 89",194372
"09-10-2023 : 90",194156
"09-10-2023 : 91",195108
"09-10-2023 : 92",194399
"09-10-2023 : 93",194514
"09-10-2023 : 94",194464
"09-10-2023 : 95",193710
"09-10-2023 : 96",192891
"10-10-2023 : 1",191190
"10-10-2023 : 2",191722
"10-10-2023 : 3",189892
"10-10-2023 : 4",189082
"10-10-2023 : 5",188062
"10-10-2023 : 6",186296
"10-10-2023 : 7",185507
"10-10-2023 : 8",184981
"10-10-2023 : 9",183912
"10-10-2023 : 10",183833
"10-10-2023 : 11",183409
"10-10-2023 : 12",182916
"10-10-2023 : 13",182586
"10-10-2023 : 14",181900
"10-10-2023 : 15",182041
"10-10-2023 : 16",181275
"10-10-2023 : 17",181112
"10-10-2023 : 18",182275
"10-10-2023 : 19",182835
"10-10-2023 : 20",182974
"10-10-2023 : 21",183704
"10-10-2023 : 22",184857
"10-10-2023 : 23",186292
"10-10-2023 : 24",187259
"10-10-2023 : 25",188926
"10-10-2023 : 26",191053
"10-10-2023 : 27",195590
"10-10-2023 : 28",197888
"10-10-2023 : 29",198850
"10-10-2023 : 30",199714
"10-10-2023 : 31",199841
"10-10-2023 : 32",200772
"10-10-2023 : 33",200136
"10-10-2023 : 34",201751
"10-10-2023 : 35",203376
"10-10-2023 : 36",204763
"10-10-2023 : 37",207118
"10-10-2023 : 38",211092
"10-10-2023 : 39",213334
"10-10-2023 : 40",214777
"10-10-2023 : 41",216794
"10-10-2023 : 42",218474
"10-10-2023 : 43",219400
"10-10-2023 : 44",219471
"10-10-2023 : 45",220362
"10-10-2023 : 46",219724
"10-10-2023 : 47",220075
"10-10-2023 : 48",220327
"10-10-2023 : 49",220695
"10-10-2023 : 50",220823
"10-10-2023 : 51",221431
"10-10-2023 : 52",221146
"10-10-2023 : 53",219753
"10-10-2023 : 54",217451
"10-10-2023 : 55",218172
"10-10-2023 : 56",217962
"10-10-2023 : 57",218370
"10-10-2023 : 58",218856
"10-10-2023 : 59",218886
"10-10-2023 : 60",216984
"10-10-2023 : 61",216677
"10-10-2023 : 62",215795
"10-10-2023 : 63",213894
"10-10-2023 : 64",208823
"10-10-2023 : 65",210692
"10-10-2023 : 66",206714
"10-10-2023 : 67",205231
"10-10-2023 : 68",202790
"10-10-2023 : 69",201287
"10-10-2023 : 70",198398
"10-10-2023 : 71",197354
"10-10-2023 : 72",198251
"10-10-2023 : 73",199101
"10-10-2023 : 74",200178
"10-10-2023 : 75",202561
"10-10-2023 : 76",204298
"10-10-2023 : 77",204061
"10-10-2023 : 78",203261
"10-10-2023 : 79",203051
"10-10-2023 : 80",202222
"10-10-2023 : 81",200871
"10-10-2023 : 82",199285
"10-10-2023 : 83",199053
"10-10-2023 : 84",198765
"10-10-2023 : 85",197600
"10-10-2023 : 86",191979
"10-10-2023 : 87",196929
"10-10-2023 : 88",195611
"10-10-2023 : 89",194993
"10-10-2023 : 90",194171
"10-10-2023 : 91",195803
"10-10-2023 : 92",194653
"10-10-2023 : 93",193792
"10-10-2023 : 94",194485
"10-10-2023 : 95",193893
"10-10-2023 : 96",193212
"11-10-2023 : 1",192599
"11-10-2023 : 2",192099
"11-10-2023 : 3",191980
"11-10-2023 : 4",190556
"11-10-2023 : 5",190127
"11-10-2023 : 6",186739
"11-10-2023 : 7",188801
"11-10-2023 : 8",187850
"11-10-2023 : 9",187054
"11-10-2023 : 10",186728
"11-10-2023 : 11",186373
"11-10-2023 : 12",186025
"11-10-2023 : 13",185671
"11-10-2023 : 14",185525
"11-10-2023 : 15",185282
"11-10-2023 : 16",184691
"11-10-2023 : 17",184570
"11-10-2023 : 18",184413
"11-10-2023 : 19",184900
"11-10-2023 : 20",184981
"11-10-2023 : 21",185724
"11-10-2023 : 22",187575
"11-10-2023 : 23",188768
"11-10-2023 : 24",190121
"11-10-2023 : 25",191219
"11-10-2023 : 26",192652
"11-10-2023 : 27",195935
"11-10-2023 : 28",197912
"11-10-2023 : 29",199478
"11-10-2023 : 30",200419
"11-10-2023 : 31",200140
"11-10-2023 : 32",199437
"11-10-2023 : 33",199671
"11-10-2023 : 34",201670
"11-10-2023 : 35",203830
"11-10-2023 : 36",206923
"11-10-2023 : 37",208312
"11-10-2023 : 38",212387
"11-10-2023 : 39",214551
"11-10-2023 : 40",216185
"11-10-2023 : 41",217461
"11-10-2023 : 42",218838
"11-10-2023 : 43",217010
"11-10-2023 : 44",220235
"11-10-2023 : 45",220342
"11-10-2023 : 46",219357
"11-10-2023 : 47",220188
"11-10-2023 : 48",220161
"11-10-2023 : 49",220513
"11-10-2023 : 50",218602
"11-10-2023 : 51",220248
"11-10-2023 : 52",219789
"11-10-2023 : 53",219152
"11-10-2023 : 54",216301
"11-10-2023 : 55",216572
"11-10-2023 : 56",216765
"11-10-2023 : 57",217958
"11-10-2023 : 58",218094
"11-10-2023 : 59",218612
"11-10-2023 : 60",217459
"11-10-2023 : 61",216889
"11-10-2023 : 62",214203
"11-10-2023 : 63",213069
"11-10-2023 : 64",212325
"11-10-2023 : 65",210278
"11-10-2023 : 66",206461
"11-10-2023 : 67",203816
"11-10-2023 : 68",201997
"11-10-2023 : 69",199908
"11-10-2023 : 70",196502
"11-10-2023 : 71",196998
"11-10-2023 : 72",197112
"11-10-2023 : 73",198760
"11-10-2023 : 74",198647
"11-10-2023 : 75",202421
"11-10-2023 : 76",204379
"11-10-2023 : 77",205111
"11-10-2023 : 78",204841
"11-10-2023 : 79",204153
"11-10-2023 : 80",202676
"11-10-2023 : 81",200938
"11-10-2023 : 82",199946
"11-10-2023 : 83",199331
"11-10-2023 : 84",198648
"11-10-2023 : 85",196437
"11-10-2023 : 86",196012
"11-10-2023 : 87",195289
"11-10-2023 : 88",194742
"11-10-2023 : 89",194710
"11-10-2023 : 90",194415
"11-10-2023 : 91",194846
"11-10-2023 : 92",194345
"11-10-2023 : 93",193975
"11-10-2023 : 94",193788
"11-10-2023 : 95",193570
"11-10-2023 : 96",192384
"12-10-2023 : 1",191412
"12-10-2023 : 2",191810
"12-10-2023 : 3",191221
"12-10-2023 : 4",190357
"12-10-2023 : 5",190035
"12-10-2023 : 6",189824
"12-10-2023 : 7",189290
"12-10-2023 : 8",188348
"12-10-2023 : 9",187933
"12-10-2023 : 10",187347
"12-10-2023 : 11",186914
"12-10-2023 : 12",186472
"12-10-2023 : 13",185599
"12-10-2023 : 14",184694
"12-10-2023 : 15",184436
"12-10-2023 : 16",183773
"12-10-2023 : 17",183031
"12-10-2023 : 18",183238
"12-10-2023 : 19",183926
"12-10-2023 : 20",184293
"12-10-2023 : 21",184704
"12-10-2023 : 22",186009
"12-10-2023 : 23",188021
"12-10-2023 : 24",190176
"12-10-2023 : 25",191015
"12-10-2023 : 26",193146
"12-10-2023 : 27",196587
"12-10-2023 : 28",198167
"12-10-2023 : 29",198065
"12-10-2023 : 30",198762
"12-10-2023 : 31",198689
"12-10-2023 : 32",198592
"12-10-2023 : 33",198295
"12-10-2023 : 34",201399
"12-10-2023 : 35",202999
"12-10-2023 : 36",205496
"12-10-2023 : 37",206482
"12-10-2023 : 38",210504
"12-10-2023 : 39",212416
"12-10-2023 : 40",214554
"12-10-2023 : 41",215730
"12-10-2023 : 42",216762
"12-10-2023 : 43",218036
"12-10-2023 : 44",217857
"12-10-2023 : 45",218062
"12-10-2023 : 46",218166
"12-10-2023 : 47",218238
"12-10-2023 : 48",218709
"12-10-2023 : 49",218431
"12-10-2023 : 50",215883
"12-10-2023 : 51",216671
"12-10-2023 : 52",216668
"12-10-2023 : 53",213419
"12-10-2023 : 54",212067
"12-10-2023 : 55",213046
"12-10-2023 : 56",214010
"12-10-2023 : 57",214954
"12-10-2023 : 58",215138
"12-10-2023 : 59",216878
"12-10-2023 : 60",216821
"12-10-2023 : 61",216644
"12-10-2023 : 62",214791
"12-10-2023 : 63",214441
"12-10-2023 : 64",211842
"12-10-2023 : 65",209496
"12-10-2023 : 66",206846
"12-10-2023 : 67",205470
"12-10-2023 : 68",203607
"12-10-2023 : 69",201272
"12-10-2023 : 70",198275
"12-10-2023 : 71",197218
"12-10-2023 : 72",198473
"12-10-2023 : 73",199246
"12-10-2023 : 74",199749
"12-10-2023 : 75",203183
"12-10-2023 : 76",205005
"12-10-2023 : 77",204149
"12-10-2023 : 78",203770
"12-10-2023 : 79",202906
"12-10-2023 : 80",200890
"12-10-2023 : 81",198863
"12-10-2023 : 82",196533
"12-10-2023 : 83",196291
"12-10-2023 : 84",195645
"12-10-2023 : 85",194826
"12-10-2023 : 86",194410
"12-10-2023 : 87",193863
"12-10-2023 : 88",193276
"12-10-2023 : 89",192073
"12-10-2023 : 90",193323
"12-10-2023 : 91",193463
"12-10-2023 : 92",193555
"12-10-2023 : 93",193505
"12-10-2023 : 94",193338
"12-10-2023 : 95",192720
"12-10-2023 : 96",191552
"13-10-2023 : 1",190427
"13-10-2023 : 2",192420
"13-10-2023 : 3",191248
"13-10-2023 : 4",190602
"13-10-2023 : 5",189916
"13-10-2023 : 6",188771
"13-10-2023 : 7",188271
"13-10-2023 : 8",188570
"13-10-2023 : 9",187819
"13-10-2023 : 10",186236
"13-10-2023 : 11",185709
"13-10-2023 : 12",185623
"13-10-2023 : 13",184878
"13-10-2023 : 14",184620
"13-10-2023 : 15",183742
"13-10-2023 : 16",183520
"13-10-2023 : 17",182607
"13-10-2023 : 18",182611
"13-10-2023 : 19",183792
"13-10-2023 : 20",183784
"13-10-2023 : 21",184282
"13-10-2023 : 22",185435
"13-10-2023 : 23",187443
"13-10-2023 : 24",189216
"13-10-2023 : 25",191184
"13-10-2023 : 26",192800
"13-10-2023 : 27",197079
"13-10-2023 : 28",198809
"13-10-2023 : 29",199694
"13-10-2023 : 30",200848
"13-10-2023 : 31",200755
"13-10-2023 : 32",200327
"13-10-2023 : 33",200788
"13-10-2023 : 34",202810
"13-10-2023 : 35",204313
"13-10-2023 : 36",206466
"13-10-2023 : 37",207881
"13-10-2023 : 38",210740
"13-10-2023 : 39",213615
"13-10-2023 : 40",214996
"13-10-2023 : 41",216204
"13-10-2023 : 42",217079
"13-10-2023 : 43",218606
"13-10-2023 : 44",218687
"13-10-2023 : 45",219163
"13-10-2023 : 46",219208
"13-10-2023 : 47",220104
"13-10-2023 : 48",220019
"13-10-2023 : 49",220071
"13-10-2023 : 50",217714
"13-10-2023 : 51",218110
"13-10-2023 : 52",217097
"13-10-2023 : 53",215889
"13-10-2023 : 54",213341
"13-10-2023 : 55",213173
"13-10-2023 : 56",214203
"13-10-2023 : 57",214720
"13-10-2023 : 58",214739
"13-10-2023 : 59",216945
"13-10-2023 : 60",217052
"13-10-2023 : 61",217620
"13-10-2023 : 62",214631
"13-10-2023 : 63",214222
"13-10-2023 : 64",213140
"13-10-2023 : 65",211760
"13-10-2023 : 66",208649
"13-10-2023 : 67",207381
"13-10-2023 : 68",205781
"13-10-2023 : 69",203806
"13-10-2023 : 70",200822
"13-10-2023 : 71",199615
"13-10-2023 : 72",200394
"13-10-2023 : 73",201986
"13-10-2023 : 74",201570
"13-10-2023 : 75",204150
"13-10-2023 : 76",205266
"13-10-2023 : 77",204747
"13-10-2023 : 78",203879
"13-10-2023 : 79",203256
"13-10-2023 : 80",201131
"13-10-2023 : 81",199666
"13-10-2023 : 82",197332
"13-10-2023 : 83",195937
"13-10-2023 : 84",195856
"13-10-2023 : 85",195216
"13-10-2023 : 86",194541
"13-10-2023 : 87",194397
"13-10-2023 : 88",194454
"13-10-2023 : 89",193457
"13-10-2023 : 90",193766
"13-10-2023 : 91",194235
"13-10-2023 : 92",194495
"13-10-2023 : 93",194049
"13-10-2023 : 94",194739
"13-10-2023 : 95",193837
"13-10-2023 : 96",192792
"14-10-2023 : 1",191726
"14-10-2023 : 2",192752
"14-10-2023 : 3",192129
"14-10-2023 : 4",191427
"14-10-2023 : 5",191251
"14-10-2023 : 6",190395
"14-10-2023 : 7",189824
"14-10-2023 : 8",188690
"14-10-2023 : 9",187810
"14-10-2023 : 10",186456
"14-10-2023 : 11",185968
"14-10-2023 : 12",184990
"14-10-2023 : 13",184020
"14-10-2023 : 14",183497
"14-10-2023 : 15",183440
"14-10-2023 : 16",183286
"14-10-2023 : 17",183047
"14-10-2023 : 18",183359
"14-10-2023 : 19",183993
"14-10-2023 : 20",184269
"14-10-2023 : 21",185374
"14-10-2023 : 22",185656
"14-10-2023 : 23",187471
"14-10-2023 : 24",188836
"14-10-2023 : 25",190191
"14-10-2023 : 26",192317
"14-10-2023 : 27",195465
"14-10-2023 : 28",197015
"14-10-2023 : 29",197336
"14-10-2023 : 30",197449
"14-10-2023 : 31",197467
"14-10-2023 : 32",197595
"14-10-2023 : 33",197521
"14-10-2023 : 34",199585
"14-10-2023 : 35",200984
"14-10-2023 : 36",203325
"14-10-2023 : 37",204338
"14-10-2023 : 38",208411
"14-10-2023 : 39",210619
"14-10-2023 : 40",212775
"14-10-2023 : 41",212673
"14-10-2023 : 42",212420
"14-10-2023 : 43",213566
"14-10-2023 : 44",213170
"14-10-2023 : 45",213894
"14-10-2023 : 46",213873
"14-10-2023 : 47",214087
"14-10-2023 : 48",215013
"14-10-2023 : 49",214697
"14-10-2023 : 50",213050
"14-10-2023 : 51",213849
"14-10-2023 : 52",213950
"14-10-2023 : 53",212658
"14-10-2023 : 54",210311
"14-10-2023 : 55",210733
"14-10-2023 : 56",211739
"14-10-2023 : 57",213056
"14-10-2023 : 58",213911
"14-10-2023 : 59",215054
"14-10-2023 : 60",215542
"14-10-2023 : 61",215145
"14-10-2023 : 62",213739
"14-10-2023 : 63",212447
"14-10-2023 : 64",210781
"14-10-2023 : 65",209900
"14-10-2023 : 66",207063
"14-10-2023 : 67",206356
"14-10-2023 : 68",203973
"14-10-2023 : 69",202733
"14-10-2023 : 70",199560
"14-10-2023 : 71",198024
"14-10-2023 : 72",197842
"14-10-2023 : 73",199774
"14-10-2023 : 74",199410
"14-10-2023 : 75",201519
"14-10-2023 : 76",202187
"14-10-2023 : 77",202009
"14-10-2023 : 78",200688
"14-10-2023 : 79",199685
"14-10-2023 : 80",197790
"14-10-2023 : 81",195632
"14-10-2023 : 82",193913
"14-10-2023 : 83",191852
"14-10-2023 : 84",191475
"14-10-2023 : 85",190434
"14-10-2023 : 86",190697
"14-10-2023 : 87",190760
"14-10-2023 : 88",190384
"14-10-2023 : 89",189130
"14-10-2023 : 90",190622
"14-10-2023 : 91",191347
"14-10-2023 : 92",191495
"14-10-2023 : 93",190939
"14-10-2023 : 94",190255
"14-10-2023 : 95",190207
"14-10-2023 : 96",189776
"15-10-2023 : 1",188688
"15-10-2023 : 2",189411
"15-10-2023 : 3",188231
"15-10-2023 : 4",187082
"15-10-2023 : 5",186965
"15-10-2023 : 6",186451
"15-10-2023 : 7",186160
"15-10-2023 : 8",184776
"15-10-2023 : 9",183360
"15-10-2023 : 10",182852
"15-10-2023 : 11",182771
"15-10-2023 : 12",181557
"15-10-2023 : 13",180466
"15-10-2023 : 14",179859
"15-10-2023 : 15",179250
"15-10-2023 : 16",178846
"15-10-2023 : 17",178104
"15-10-2023 : 18",177730
"15-10-2023 : 19",178551
"15-10-2023 : 20",178700
"15-10-2023 : 21",179509
"15-10-2023 : 22",179019
"15-10-2023 : 23",180347
"15-10-2023 : 24",182063
"15-10-2023 : 25",183248
"15-10-2023 : 26",184055
"15-10-2023 : 27",185870
"15-10-2023 : 28",187249
"15-10-2023 : 29",187516
"15-10-2023 : 30",187611
"15-10-2023 : 31",188123
"15-10-2023 : 32",187989
"15-10-2023 : 33",188471
"15-10-2023 : 34",189566
"15-10-2023 : 35",191257
"15-10-2023 : 36",193421
"15-10-2023 : 37",194027
"15-10-2023 : 38",196544
"15-10-2023 : 39",197121
"15-10-2023 : 40",198441
"15-10-2023 : 41",198328
"15-10-2023 : 42",197941
"15-10-2023 : 43",198190
"15-10-2023 : 44",198962
"15-10-2023 : 45",199214
"15-10-2023 : 46",198837
"15-10-2023 : 47",198825
"15-10-2023 : 48",198839
"15-10-2023 : 49",199933
"15-10-2023 : 50",198094
"15-10-2023 : 51",199064
"15-10-2023 : 52",198495
"15-10-2023 : 53",198148
"15-10-2023 : 54",196883
"15-10-2023 : 55",197491
"15-10-2023 : 56",197844
"15-10-2023 : 57",199248
"15-10-2023 : 58",198939
"15-10-2023 : 59",199851
"15-10-2023 : 60",200557
"15-10-2023 : 61",201047
"15-10-2023 : 62",199189
"15-10-2023 : 63",197887
"15-10-2023 : 64",196270
"15-10-2023 : 65",195191
"15-10-2023 : 66",192569
"15-10-2023 : 67",191821
"15-10-2023 : 68",190676
"15-10-2023 : 69",189175
"15-10-2023 : 70",184661
"15-10-2023 : 71",183218
"15-10-2023 : 72",183891
"15-10-2023 : 73",184814
"15-10-2023 : 74",185398
"15-10-2023 : 75",188203
"15-10-2023 : 76",190353
"15-10-2023 : 77",191130
"15-10-2023 : 78",191757
"15-10-2023 : 79",190908
"15-10-2023 : 80",189234
"15-10-2023 : 81",187786
"15-10-2023 : 82",186551
"15-10-2023 : 83",186110
"15-10-2023 : 84",185124
"15-10-2023 : 85",185371
"15-10-2023 : 86",184968
"15-10-2023 : 87",184216
"15-10-2023 : 88",183440
"15-10-2023 : 89",183124
"15-10-2023 : 90",184843
"15-10-2023 : 91",185296
"15-10-2023 : 92",185030
"15-10-2023 : 93",184749
"15-10-2023 : 94",184949
"15-10-2023 : 95",184781
"15-10-2023 : 96",184374
"16-10-2023 : 1",183082
"16-10-2023 : 2",184126
"16-10-2023 : 3",183306
"16-10-2023 : 4",183289
"16-10-2023 : 5",182408
"16-10-2023 : 6",181319
"16-10-2023 : 7",180599
"16-10-2023 : 8",179512
"16-10-2023 : 9",178436
"16-10-2023 : 10",177396
"16-10-2023 : 11",176240
"16-10-2023 : 12",175467
"16-10-2023 : 13",174973
"16-10-2023 : 14",173858
"16-10-2023 : 15",173504
"16-10-2023 : 16",173429
"16-10-2023 : 17",173192
"16-10-2023 : 18",173131
"16-10-2023 : 19",173429
"16-10-2023 : 20",173785
"16-10-2023 : 21",175035
"16-10-2023 : 22",175914
"16-10-2023 : 23",177410
"16-10-2023 : 24",179234
"16-10-2023 : 25",180056
"16-10-2023 : 26",181147
"16-10-2023 : 27",184724
"16-10-2023 : 28",185946
"16-10-2023 : 29",187257
"16-10-2023 : 30",187276
"16-10-2023 : 31",187583
"16-10-2023 : 32",186724
"16-10-2023 : 33",186821
"16-10-2023 : 34",189794
"16-10-2023 : 35",190715
"16-10-2023 : 36",193634
"16-10-2023 : 37",195033
"16-10-2023 : 38",198316
"16-10-2023 : 39",200849
"16-10-2023 : 40",201468
"16-10-2023 : 41",202346
"16-10-2023 : 42",203365
"16-10-2023 : 43",204701
"16-10-2023 : 44",205635
"16-10-2023 : 45",206091
"16-10-2023 : 46",206037
"16-10-2023 : 47",205523
"16-10-2023 : 48",206578
"16-10-2023 : 49",206008
"16-10-2023 : 50",205756
"16-10-2023 : 51",205201
"16-10-2023 : 52",204964
"16-10-2023 : 53",203669
"16-10-2023 : 54",200393
"16-10-2023 : 55",200316
"16-10-2023 : 56",198171
"16-10-2023 : 57",197773
"16-10-2023 : 58",196669
"16-10-2023 : 59",198392
"16-10-2023 : 60",199126
"16-10-2023 : 61",199068
"16-10-2023 : 62",199111
"16-10-2023 : 63",198124
"16-10-2023 : 64",197672
"16-10-2023 : 65",196465
"16-10-2023 : 66",193295
"16-10-2023 : 67",193049
"16-10-2023 : 68",192533
"16-10-2023 : 69",190944
"16-10-2023 : 70",188705
"16-10-2023 : 71",188779
"16-10-2023 : 72",189799
"16-10-2023 : 73",191881
"16-10-2023 : 74",193109
"16-10-2023 : 75",194868
"16-10-2023 : 76",194239
"16-10-2023 : 77",193859
"16-10-2023 : 78",191809
"16-10-2023 : 79",189537
"16-10-2023 : 80",186771
"16-10-2023 : 81",183827
"16-10-2023 : 82",181469
"16-10-2023 : 83",181338
"16-10-2023 : 84",179522
"16-10-2023 : 85",177499
"16-10-2023 : 86",176318
"16-10-2023 : 87",175635
"16-10-2023 : 88",174442
"16-10-2023 : 89",173051
"16-10-2023 : 90",169075
"16-10-2023 : 91",173419
"16-10-2023 : 92",172768
"16-10-2023 : 93",171219
"16-10-2023 : 94",170652
"16-10-2023 : 95",170490
"16-10-2023 : 96",169703
"17-10-2023 : 1",167561
"17-10-2023 : 2",167688
"17-10-2023 : 3",167167
"17-10-2023 : 4",166929
"17-10-2023 : 5",165701
"17-10-2023 : 6",165619
"17-10-2023 : 7",164537
"17-10-2023 : 8",162987
"17-10-2023 : 9",162107
"17-10-2023 : 10",161906
"17-10-2023 : 11",161546
"17-10-2023 : 12",160700
"17-10-2023 : 13",160105
"17-10-2023 : 14",159690
"17-10-2023 : 15",159218
"17-10-2023 : 16",159061
"17-10-2023 : 17",158998
"17-10-2023 : 18",159288
"17-10-2023 : 19",159832
"17-10-2023 : 20",160484
"17-10-2023 : 21",161540
"17-10-2023 : 22",162917
"17-10-2023 : 23",165213
"17-10-2023 : 24",166982
"17-10-2023 : 25",169221
"17-10-2023 : 26",171033
"17-10-2023 : 27",175294
"17-10-2023 : 28",178147
"17-10-2023 : 29",179689
"17-10-2023 : 30",180110
"17-10-2023 : 31",180940
"17-10-2023 : 32",181422
"17-10-2023 : 33",181473
"17-10-2023 : 34",183641
"17-10-2023 : 35",186460
"17-10-2023 : 36",189460
"17-10-2023 : 37",191100
"17-10-2023 : 38",193536
"17-10-2023 : 39",195143
"17-10-2023 : 40",195720
"17-10-2023 : 41",197909
"17-10-2023 : 42",198612
"17-10-2023 : 43",199453
"17-10-2023 : 44",199865
"17-10-2023 : 45",200186
"17-10-2023 : 46",199123
"17-10-2023 : 47",200732
"17-10-2023 : 48",200308
"17-10-2023 : 49",200262
"17-10-2023 : 50",199366
"17-10-2023 : 51",198668
"17-10-2023 : 52",198228
"17-10-2023 : 53",197433
"17-10-2023 : 54",194922
"17-10-2023 : 55",194792
"17-10-2023 : 56",194777
"17-10-2023 : 57",195478
"17-10-2023 : 58",195829
"17-10-2023 : 59",195935
"17-10-2023 : 60",198126
"17-10-2023 : 61",198373
"17-10-2023 : 62",196948
"17-10-2023 : 63",197027
"17-10-2023 : 64",196520
"17-10-2023 : 65",195946
"17-10-2023 : 66",193531
"17-10-2023 : 67",193815
"17-10-2023 : 68",193642
"17-10-2023 : 69",192683
"17-10-2023 : 70",190416
"17-10-2023 : 71",191355
"17-10-2023 : 72",192700
"17-10-2023 : 73",194161
"17-10-2023 : 74",194927
"17-10-2023 : 75",196871
"17-10-2023 : 76",197406
"17-10-2023 : 77",195346
"17-10-2023 : 78",193959
"17-10-2023 : 79",193210
"17-10-2023 : 80",191037
"17-10-2023 : 81",188813
"17-10-2023 : 82",185874
"17-10-2023 : 83",184936
"17-10-2023 : 84",184301
"17-10-2023 : 85",182689
"17-10-2023 : 86",181396
"17-10-2023 : 87",180406
"17-10-2023 : 88",179790
"17-10-2023 : 89",179023
"17-10-2023 : 90",179165
"17-10-2023 : 91",179592
"17-10-2023 : 92",179372
"17-10-2023 : 93",178738
"17-10-2023 : 94",179155
"17-10-2023 : 95",178477
"17-10-2023 : 96",177970
"18-10-2023 : 1",176519
"18-10-2023 : 2",176989
"18-10-2023 : 3",176129
"18-10-2023 : 4",175335
"18-10-2023 : 5",174663
"18-10-2023 : 6",173919
"18-10-2023 : 7",172813
"18-10-2023 : 8",172000
"18-10-2023 : 9",171232
"18-10-2023 : 10",169215
"18-10-2023 : 11",169366
"18-10-2023 : 12",168514
"18-10-2023 : 13",167136
"18-10-2023 : 14",166395
"18-10-2023 : 15",166014
"18-10-2023 : 16",165464
"18-10-2023 : 17",165329
"18-10-2023 : 18",165309
"18-10-2023 : 19",166346
"18-10-2023 : 20",166650
"18-10-2023 : 21",168314
"18-10-2023 : 22",169414
"18-10-2023 : 23",171673
"18-10-2023 : 24",173108
"18-10-2023 : 25",174796
"18-10-2023 : 26",177269
"18-10-2023 : 27",180930
"18-10-2023 : 28",182454
"18-10-2023 : 29",183998
"18-10-2023 : 30",185164
"18-10-2023 : 31",186062
"18-10-2023 : 32",186444
"18-10-2023 : 33",185747
"18-10-2023 : 34",188838
"18-10-2023 : 35",191125
"18-10-2023 : 36",193761
"18-10-2023 : 37",196218
"18-10-2023 : 38",198814
"18-10-2023 : 39",200272
"18-10-2023 : 40",200699
"18-10-2023 : 41",201355
"18-10-2023 : 42",201846
"18-10-2023 : 43",202297
"18-10-2023 : 44",203282
"18-10-2023 : 45",203076
"18-10-2023 : 46",201754
"18-10-2023 : 47",201866
"18-10-2023 : 48",202147
"18-10-2023 : 49",202015
"18-10-2023 : 50",200503
"18-10-2023 : 51",201200
"18-10-2023 : 52",200175
"18-10-2023 : 53",199639
"18-10-2023 : 54",196749
"18-10-2023 : 55",196745
"18-10-2023 : 56",197477
"18-10-2023 : 57",198376
"18-10-2023 : 58",198514
"18-10-2023 : 59",200585
"18-10-2023 : 60",200852
"18-10-2023 : 61",200974
"18-10-2023 : 62",199641
"18-10-2023 : 63",198839
"18-10-2023 : 64",198631
"18-10-2023 : 65",198742
"18-10-2023 : 66",196235
"18-10-2023 : 67",196802
"18-10-2023 : 68",196554
"18-10-2023 : 69",195608
"18-10-2023 : 70",193912
"18-10-2023 : 71",193354
"18-10-2023 : 72",193430
"18-10-2023 : 73",195869
"18-10-2023 : 74",196729
"18-10-2023 : 75",198912
"18-10-2023 : 76",199520
"18-10-2023 : 77",198907
"18-10-2023 : 78",197525
"18-10-2023 : 79",196023
"18-10-2023 : 80",193649
"18-10-2023 : 81",191374
"18-10-2023 : 82",188545
"18-10-2023 : 83",187650
"18-10-2023 : 84",186225
"18-10-2023 : 85",184995
"18-10-2023 : 86",183998
"18-10-2023 : 87",182946
"18-10-2023 : 88",181899
"18-10-2023 : 89",179895
"18-10-2023 : 90",181503
"18-10-2023 : 91",181299
"18-10-2023 : 92",181241
"18-10-2023 : 93",180174
"18-10-2023 : 94",180246
"18-10-2023 : 95",179941
"18-10-2023 : 96",178817
"19-10-2023 : 1",177707
"19-10-2023 : 2",178396
"19-10-2023 : 3",177135
"19-10-2023 : 4",176517
"19-10-2023 : 5",175382
"19-10-2023 : 6",174098
"19-10-2023 : 7",173382
"19-10-2023 : 8",172412
"19-10-2023 : 9",171047
"19-10-2023 : 10",170796
"19-10-2023 : 11",170190
"19-10-2023 : 12",168911
"19-10-2023 : 13",168003
"19-10-2023 : 14",167342
"19-10-2023 : 15",167261
"19-10-2023 : 16",166718
"19-10-2023 : 17",166389
"19-10-2023 : 18",166689
"19-10-2023 : 19",167409
"19-10-2023 : 20",168125
"19-10-2023 : 21",169258
"19-10-2023 : 22",170806
"19-10-2023 : 23",173265
"19-10-2023 : 24",175186
"19-10-2023 : 25",177125
"19-10-2023 : 26",179818
"19-10-2023 : 27",183613
"19-10-2023 : 28",185511
"19-10-2023 : 29",186763
"19-10-2023 : 30",187656
"19-10-2023 : 31",187614
"19-10-2023 : 32",189332
"19-10-2023 : 33",188964
"19-10-2023 : 34",192623
"19-10-2023 : 35",194845
"19-10-2023 : 36",197184
"19-10-2023 : 37",199489
"19-10-2023 : 38",200900
"19-10-2023 : 39",202634
"19-10-2023 : 40",203584
"19-10-2023 : 41",204360
"19-10-2023 : 42",204890
